"Sales_Order #","Date","Day","Month","Year","Customer_Age","Age_Group","Customer_Gender","Country","State","Product_Category","Sub_Category","Product","Order_Quantity","Unit_Cost","Unit_Price","Profit","Cost","Revenue"
"000261449","44493","24","October","2021","41","Adults (35-64)","M","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-200 Silver, 46","2","713","1120","814","1426","2240"
"000261450","44493","24","October","2021","27","Young Adults (25-34)","M","Canada","British Columbia","Bikes","Road Bikes","Road-650 Red, 44","1","713","1120","407","713","1120"
"000261451","44493","24","October","2021","30","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-200 Silver, 38","1","713","1120","407","713","1120"
"000261452","44493","24","October","2021","39","Adults (35-64)","F","Australia","Victoria","Bikes","Road Bikes","Road-150 Red, 56","1","713","1120","407","713","1120"
"000261453","44493","24","October","2021","44","Adults (35-64)","F","Australia","Queensland","Bikes","Mountain Bikes","Mountain-400-W Silver, 38","1","713","1120","407","713","1120"
"000261454","44494","25","October","2021","28","Young Adults (25-34)","M","Australia","Victoria","Bikes","Mountain Bikes","Mountain-200 Black, 38","4","713","1120","1628","2852","4480"
"000261455","44494","25","October","2021","31","Young Adults (25-34)","F","Australia","Victoria","Bikes","Mountain Bikes","Mountain-200 Black, 46","4","713","1120","1628","2852","4480"
"000261456","44494","25","October","2021","32","Young Adults (25-34)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Silver, 46","4","713","1120","1628","2852","4480"
"000261457","44494","25","October","2021","23","Youth (<25)","M","France","Seine (Paris)","Bikes","Mountain Bikes","Mountain-200 Black, 38","3","713","1120","1221","2139","3360"
"000261458","44494","25","October","2021","41","Adults (35-64)","M","Germany","Nordrhein-Westfalen","Bikes","Road Bikes","Road-550-W Yellow, 40","2","713","1120","814","1426","2240"
"000261459","44494","25","October","2021","24","Youth (<25)","F","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261460","44494","25","October","2021","37","Adults (35-64)","F","Canada","British Columbia","Bikes","Road Bikes","Road-650 Red, 60","1","713","1120","407","713","1120"
"000261461","44495","26","October","2021","40","Adults (35-64)","M","Australia","Victoria","Bikes","Mountain Bikes","Mountain-200 Black, 42","3","713","1120","1221","2139","3360"
"000261462","44495","26","October","2021","27","Young Adults (25-34)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-400-W Silver, 46","2","713","1120","814","1426","2240"
"000261463","44495","26","October","2021","23","Youth (<25)","F","Australia","New South Wales","Bikes","Road Bikes","Road-350-W Yellow, 42","1","713","1120","407","713","1120"
"000261464","44495","26","October","2021","32","Young Adults (25-34)","M","France","Seine (Paris)","Bikes","Road Bikes","Road-150 Red, 48","1","713","1120","407","713","1120"
"000261465","44495","26","October","2021","37","Adults (35-64)","F","United States","Oregon","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261466","44495","26","October","2021","46","Adults (35-64)","F","Australia","Victoria","Bikes","Road Bikes","Road-750 Black, 48","1","713","1120","407","713","1120"
"000261467","44495","26","October","2021","47","Adults (35-64)","F","France","Nord","Bikes","Road Bikes","Road-250 Red, 52","1","713","1120","407","713","1120"
"000261468","44495","26","October","2021","51","Adults (35-64)","F","United States","California","Bikes","Mountain Bikes","Mountain-400-W Silver, 42","1","713","1120","407","713","1120"
"000261469","44495","26","October","2021","57","Adults (35-64)","M","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261470","44496","27","October","2021","47","Adults (35-64)","M","Canada","British Columbia","Bikes","Road Bikes","Road-750 Black, 58","3","713","1120","1221","2139","3360"
"000261471","44496","27","October","2021","30","Young Adults (25-34)","M","Canada","British Columbia","Bikes","Road Bikes","Road-750 Black, 52","1","713","1120","407","713","1120"
"000261472","44496","27","October","2021","36","Adults (35-64)","F","Australia","Victoria","Bikes","Road Bikes","Road-550-W Yellow, 48","1","713","1120","407","713","1120"
"000261473","44497","28","October","2021","27","Young Adults (25-34)","M","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 48","4","713","1120","1628","2852","4480"
"000261474","44497","28","October","2021","54","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 52","4","713","1120","1628","2852","4480"
"000261475","44497","28","October","2021","31","Young Adults (25-34)","M","Germany","Hessen","Bikes","Road Bikes","Road-750 Black, 44","3","713","1120","1221","2139","3360"
"000261476","44497","28","October","2021","54","Adults (35-64)","M","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 48","2","713","1120","814","1426","2240"
"000261477","44497","28","October","2021","21","Youth (<25)","F","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 40","1","713","1120","407","713","1120"
"000261478","44497","28","October","2021","42","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-150 Red, 44","1","713","1120","407","713","1120"
"000261479","44498","29","October","2021","44","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 44","4","713","1120","1628","2852","4480"
"000261480","44498","29","October","2021","29","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 44","3","713","1120","1221","2139","3360"
"000261481","44498","29","October","2021","32","Young Adults (25-34)","F","Australia","Queensland","Bikes","Mountain Bikes","Mountain-200 Silver, 42","2","713","1120","814","1426","2240"
"000261482","44498","29","October","2021","27","Young Adults (25-34)","F","Australia","Queensland","Bikes","Mountain Bikes","Mountain-200 Silver, 38","1","713","1120","407","713","1120"
"000261483","44498","29","October","2021","32","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-350-W Yellow, 42","1","713","1120","407","713","1120"
"000261484","44498","29","October","2021","40","Adults (35-64)","F","Germany","Hamburg","Bikes","Road Bikes","Road-650 Red, 62","1","713","1120","407","713","1120"
"000261485","44499","30","October","2021","33","Young Adults (25-34)","F","Australia","Victoria","Bikes","Road Bikes","Road-250 Black, 58","4","713","1120","1628","2852","4480"
"000261486","44499","30","October","2021","51","Adults (35-64)","M","United States","California","Bikes","Mountain Bikes","Mountain-400-W Silver, 38","4","713","1120","1628","2852","4480"
"000261487","44499","30","October","2021","23","Youth (<25)","M","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 42","3","713","1120","1221","2139","3360"
"000261488","44499","30","October","2021","26","Young Adults (25-34)","F","Australia","Queensland","Bikes","Mountain Bikes","Mountain-200 Silver, 38","3","713","1120","1221","2139","3360"
"000261489","44499","30","October","2021","33","Young Adults (25-34)","F","France","Essonne","Bikes","Road Bikes","Road-150 Red, 44","3","713","1120","1221","2139","3360"
"000261490","44499","30","October","2021","42","Adults (35-64)","F","Australia","Victoria","Bikes","Road Bikes","Road-750 Black, 48","3","713","1120","1221","2139","3360"
"000261491","44499","30","October","2021","53","Adults (35-64)","M","France","Seine (Paris)","Bikes","Road Bikes","Road-150 Red, 48","3","713","1120","1221","2139","3360"
"000261492","44499","30","October","2021","27","Young Adults (25-34)","M","France","Essonne","Bikes","Mountain Bikes","Mountain-200 Black, 42","2","713","1120","814","1426","2240"
"000261493","44499","30","October","2021","30","Young Adults (25-34)","F","France","Seine (Paris)","Bikes","Road Bikes","Road-650 Black, 52","1","713","1120","407","713","1120"
"000261494","44499","30","October","2021","36","Adults (35-64)","F","United States","Oregon","Bikes","Road Bikes","Road-250 Black, 58","1","713","1120","407","713","1120"
"000261495","44499","30","October","2021","43","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-150 Red, 44","1","713","1120","407","713","1120"
"000261496","44499","30","October","2021","54","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-650 Black, 52","1","713","1120","407","713","1120"
"000261497","44500","31","October","2021","21","Youth (<25)","F","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 40","2","713","1120","814","1426","2240"
"000261498","44500","31","October","2021","45","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-750 Black, 52","2","713","1120","814","1426","2240"
"000261499","44500","31","October","2021","32","Young Adults (25-34)","F","Germany","Hamburg","Bikes","Road Bikes","Road-250 Black, 44","1","713","1120","407","713","1120"
"000261500","44500","31","October","2021","39","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 48","1","713","1120","407","713","1120"
"000261501","44500","31","October","2021","57","Adults (35-64)","M","Australia","Victoria","Bikes","Road Bikes","Road-550-W Yellow, 48","1","713","1120","407","713","1120"
"000261502","44501","1","November","2021","17","Youth (<25)","M","Australia","Victoria","Bikes","Road Bikes","Road-750 Black, 48","3","713","1120","1221","2139","3360"
"000261503","44501","1","November","2021","20","Youth (<25)","M","Australia","Victoria","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000261504","44501","1","November","2021","37","Adults (35-64)","M","United States","California","Bikes","Road Bikes","Road-650 Red, 48","1","713","1120","407","713","1120"
"000261505","44501","1","November","2021","44","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-550-W Yellow, 48","1","713","1120","407","713","1120"
"000261506","44501","1","November","2021","48","Adults (35-64)","M","Germany","Hessen","Bikes","Road Bikes","Road-650 Black, 60","1","713","1120","407","713","1120"
"000261507","44501","1","November","2021","56","Adults (35-64)","F","United States","Oregon","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261508","44502","2","November","2021","19","Youth (<25)","M","United States","California","Bikes","Mountain Bikes","Mountain-400-W Silver, 42","4","713","1120","1628","2852","4480"
"000261509","44502","2","November","2021","41","Adults (35-64)","F","Germany","Hessen","Bikes","Mountain Bikes","Mountain-200 Silver, 46","4","713","1120","1628","2852","4480"
"000261510","44502","2","November","2021","17","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-650 Red, 48","3","713","1120","1221","2139","3360"
"000261511","44502","2","November","2021","17","Youth (<25)","M","Australia","Victoria","Bikes","Road Bikes","Road-750 Black, 48","3","713","1120","1221","2139","3360"
"000261512","44503","3","November","2021","18","Youth (<25)","F","Australia","Queensland","Bikes","Road Bikes","Road-150 Red, 62","4","713","1120","1628","2852","4480"
"000261513","44503","3","November","2021","28","Young Adults (25-34)","M","United Kingdom","England","Bikes","Road Bikes","Road-150 Red, 62","4","713","1120","1628","2852","4480"
"000261514","44503","3","November","2021","24","Youth (<25)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 52","2","713","1120","814","1426","2240"
"000261515","44503","3","November","2021","29","Young Adults (25-34)","M","Germany","Saarland","Bikes","Road Bikes","Road-150 Red, 52","1","713","1120","407","713","1120"
"000261516","44503","3","November","2021","45","Adults (35-64)","F","Canada","British Columbia","Bikes","Mountain Bikes","Mountain-200 Silver, 38","1","713","1120","407","713","1120"
"000261517","44503","3","November","2021","47","Adults (35-64)","F","United States","Washington","Bikes","Mountain Bikes","Mountain-500 Silver, 40","1","713","1120","407","713","1120"
"000261518","44504","4","November","2021","58","Adults (35-64)","F","United States","Oregon","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261519","44505","5","November","2021","25","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 52","3","713","1120","1221","2139","3360"
"000261520","44505","5","November","2021","24","Youth (<25)","F","Germany","Nordrhein-Westfalen","Bikes","Road Bikes","Road-550-W Yellow, 42","2","713","1120","814","1426","2240"
"000261521","44505","5","November","2021","25","Young Adults (25-34)","M","United States","California","Bikes","Road Bikes","Road-750 Black, 52","1","713","1120","407","713","1120"
"000261522","44505","5","November","2021","25","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 40","1","713","1120","407","713","1120"
"000261523","44505","5","November","2021","31","Young Adults (25-34)","F","United States","Oregon","Bikes","Road Bikes","Road-150 Red, 52","1","713","1120","407","713","1120"
"000261524","44505","5","November","2021","34","Young Adults (25-34)","F","Germany","Hessen","Bikes","Road Bikes","Road-750 Black, 48","1","713","1120","407","713","1120"
"000261525","44506","6","November","2021","24","Youth (<25)","F","France","Seine et Marne","Bikes","Road Bikes","Road-250 Red, 58","3","713","1120","1221","2139","3360"
"000261526","44506","6","November","2021","36","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-650 Red, 62","2","713","1120","814","1426","2240"
"000261527","44506","6","November","2021","40","Adults (35-64)","F","Australia","South Australia","Bikes","Mountain Bikes","Mountain-200 Silver, 42","2","713","1120","814","1426","2240"
"000261528","44506","6","November","2021","19","Youth (<25)","F","Australia","Queensland","Bikes","Road Bikes","Road-750 Black, 52","1","713","1120","407","713","1120"
"000261529","44506","6","November","2021","24","Youth (<25)","F","Australia","Victoria","Bikes","Road Bikes","Road-550-W Yellow, 40","1","713","1120","407","713","1120"
"000261530","44506","6","November","2021","29","Young Adults (25-34)","F","France","Seine Saint Denis","Bikes","Road Bikes","Road-550-W Yellow, 48","1","713","1120","407","713","1120"
"000261531","44506","6","November","2021","29","Young Adults (25-34)","F","United Kingdom","England","Bikes","Road Bikes","Road-550-W Yellow, 38","1","713","1120","407","713","1120"
"000261532","44506","6","November","2021","35","Adults (35-64)","F","Germany","Hessen","Bikes","Road Bikes","Road-250 Black, 58","1","713","1120","407","713","1120"
"000261533","44506","6","November","2021","40","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261534","44507","7","November","2021","56","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 44","4","713","1120","1628","2852","4480"
"000261535","44507","7","November","2021","25","Young Adults (25-34)","F","United States","Oregon","Bikes","Road Bikes","Road-550-W Yellow, 40","3","713","1120","1221","2139","3360"
"000261536","44507","7","November","2021","50","Adults (35-64)","M","Germany","Nordrhein-Westfalen","Bikes","Road Bikes","Road-650 Red, 62","2","713","1120","814","1426","2240"
"000261537","44507","7","November","2021","18","Youth (<25)","F","Australia","Queensland","Bikes","Road Bikes","Road-150 Red, 62","1","713","1120","407","713","1120"
"000261538","44507","7","November","2021","29","Young Adults (25-34)","M","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000261539","44508","8","November","2021","25","Young Adults (25-34)","M","Australia","New South Wales","Bikes","Road Bikes","Road-550-W Yellow, 44","4","713","1120","1628","2852","4480"
"000261540","44508","8","November","2021","35","Adults (35-64)","M","Canada","British Columbia","Bikes","Mountain Bikes","Mountain-500 Black, 44","2","713","1120","814","1426","2240"
"000261541","44508","8","November","2021","17","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-650 Red, 48","1","713","1120","407","713","1120"
"000261542","44508","8","November","2021","39","Adults (35-64)","M","Australia","Victoria","Bikes","Mountain Bikes","Mountain-400-W Silver, 40","1","713","1120","407","713","1120"
"000261543","44508","8","November","2021","40","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-250 Red, 58","1","713","1120","407","713","1120"
"000261544","44508","8","November","2021","41","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-250 Red, 48","1","713","1120","407","713","1120"
"000261545","44508","8","November","2021","46","Adults (35-64)","M","United States","Washington","Bikes","Mountain Bikes","Mountain-200 Black, 42","1","713","1120","407","713","1120"
"000261546","44509","9","November","2021","33","Young Adults (25-34)","F","France","Hauts de Seine","Bikes","Road Bikes","Road-550-W Yellow, 42","4","713","1120","1628","2852","4480"
"000261547","44509","9","November","2021","63","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-250 Black, 44","4","713","1120","1628","2852","4480"
"000261548","44509","9","November","2021","25","Young Adults (25-34)","M","Australia","Victoria","Bikes","Road Bikes","Road-550-W Yellow, 38","3","713","1120","1221","2139","3360"
"000261549","44509","9","November","2021","41","Adults (35-64)","F","Germany","Hamburg","Bikes","Mountain Bikes","Mountain-200 Silver, 42","3","713","1120","1221","2139","3360"
"000261550","44510","10","November","2021","39","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 48","3","713","1120","1221","2139","3360"
"000261551","44510","10","November","2021","52","Adults (35-64)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Black, 42","3","713","1120","1221","2139","3360"
"000261552","44510","10","November","2021","20","Youth (<25)","M","Australia","Victoria","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000261553","44510","10","November","2021","21","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 58","1","713","1120","407","713","1120"
"000261554","44510","10","November","2021","25","Young Adults (25-34)","F","Germany","Hamburg","Bikes","Road Bikes","Road-250 Black, 58","1","713","1120","407","713","1120"
"000261555","44510","10","November","2021","34","Young Adults (25-34)","M","Germany","Nordrhein-Westfalen","Bikes","Mountain Bikes","Mountain-400-W Silver, 42","1","713","1120","407","713","1120"
"000261556","44510","10","November","2021","50","Adults (35-64)","F","United States","Washington","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261557","44511","11","November","2021","17","Youth (<25)","M","Australia","Queensland","Bikes","Road Bikes","Road-650 Red, 58","4","713","1120","1628","2852","4480"
"000261558","44511","11","November","2021","34","Young Adults (25-34)","F","Germany","Hamburg","Bikes","Road Bikes","Road-350-W Yellow, 40","4","713","1120","1628","2852","4480"
"000261559","44511","11","November","2021","18","Youth (<25)","M","Australia","Victoria","Bikes","Road Bikes","Road-750 Black, 52","3","713","1120","1221","2139","3360"
"000261560","44511","11","November","2021","22","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-150 Red, 48","3","713","1120","1221","2139","3360"
"000261561","44511","11","November","2021","30","Young Adults (25-34)","F","United States","California","Bikes","Mountain Bikes","Mountain-500 Black, 48","3","713","1120","1221","2139","3360"
"000261562","44511","11","November","2021","39","Adults (35-64)","M","France","Seine (Paris)","Bikes","Road Bikes","Road-550-W Yellow, 40","3","713","1120","1221","2139","3360"
"000261563","44511","11","November","2021","22","Youth (<25)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Silver, 46","2","713","1120","814","1426","2240"
"000261564","44511","11","November","2021","18","Youth (<25)","F","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 58","1","713","1120","407","713","1120"
"000261565","44511","11","November","2021","22","Youth (<25)","F","Germany","Saarland","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000261566","44511","11","November","2021","24","Youth (<25)","F","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261567","44511","11","November","2021","39","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-150 Red, 44","1","713","1120","407","713","1120"
"000261568","44512","12","November","2021","24","Youth (<25)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 52","4","713","1120","1628","2852","4480"
"000261569","44512","12","November","2021","24","Youth (<25)","F","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 42","4","713","1120","1628","2852","4480"
"000261570","44512","12","November","2021","22","Youth (<25)","M","France","Nord","Bikes","Road Bikes","Road-350-W Yellow, 48","2","713","1120","814","1426","2240"
"000261571","44512","12","November","2021","31","Young Adults (25-34)","M","United Kingdom","England","Bikes","Road Bikes","Road-350-W Yellow, 40","1","713","1120","407","713","1120"
"000261572","44512","12","November","2021","39","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 48","1","713","1120","407","713","1120"
"000261573","44512","12","November","2021","44","Adults (35-64)","F","United States","Oregon","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000261574","44513","13","November","2021","28","Young Adults (25-34)","M","Australia","Tasmania","Bikes","Road Bikes","Road-250 Black, 52","4","713","1120","1628","2852","4480"
"000261575","44513","13","November","2021","24","Youth (<25)","M","Germany","Hessen","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261576","44513","13","November","2021","29","Young Adults (25-34)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Silver, 42","1","713","1120","407","713","1120"
"000261577","44513","13","November","2021","60","Adults (35-64)","M","United States","California","Bikes","Road Bikes","Road-150 Red, 48","1","713","1120","407","713","1120"
"000261578","44514","14","November","2021","19","Youth (<25)","F","Germany","Nordrhein-Westfalen","Bikes","Road Bikes","Road-250 Black, 58","3","713","1120","1221","2139","3360"
"000261579","44514","14","November","2021","23","Youth (<25)","F","United States","Washington","Bikes","Road Bikes","Road-150 Red, 48","3","713","1120","1221","2139","3360"
"000261580","44514","14","November","2021","22","Youth (<25)","F","Germany","Nordrhein-Westfalen","Bikes","Mountain Bikes","Mountain-200 Black, 38","2","713","1120","814","1426","2240"
"000261581","44514","14","November","2021","56","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-250 Red, 52","1","713","1120","407","713","1120"
"000261582","44514","14","November","2021","56","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-250 Red, 52","1","713","1120","407","713","1120"
"000261583","44515","15","November","2021","19","Youth (<25)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261584","44515","15","November","2021","34","Young Adults (25-34)","F","United States","California","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261585","44515","15","November","2021","40","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000261586","44516","16","November","2021","25","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 40","3","713","1120","1221","2139","3360"
"000261587","44516","16","November","2021","40","Adults (35-64)","F","Germany","Hamburg","Bikes","Mountain Bikes","Mountain-200 Black, 38","3","713","1120","1221","2139","3360"
"000261588","44516","16","November","2021","20","Youth (<25)","F","Germany","Saarland","Bikes","Road Bikes","Road-350-W Yellow, 48","2","713","1120","814","1426","2240"
"000261589","44516","16","November","2021","20","Youth (<25)","M","Australia","Queensland","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000261590","44516","16","November","2021","23","Youth (<25)","M","United States","Oregon","Bikes","Road Bikes","Road-350-W Yellow, 42","1","713","1120","407","713","1120"
"000261591","44516","16","November","2021","25","Young Adults (25-34)","M","France","Seine (Paris)","Bikes","Road Bikes","Road-550-W Yellow, 44","1","713","1120","407","713","1120"
"000261592","44516","16","November","2021","33","Young Adults (25-34)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 42","1","713","1120","407","713","1120"
"000261593","44516","16","November","2021","41","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-250 Red, 48","1","713","1120","407","713","1120"
"000261594","44517","17","November","2021","26","Young Adults (25-34)","F","Australia","Queensland","Bikes","Road Bikes","Road-750 Black, 52","2","713","1120","814","1426","2240"
"000261595","44517","17","November","2021","28","Young Adults (25-34)","M","United Kingdom","England","Bikes","Road Bikes","Road-150 Red, 62","2","713","1120","814","1426","2240"
"000261596","44517","17","November","2021","21","Youth (<25)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 58","1","713","1120","407","713","1120"
"000261597","44517","17","November","2021","28","Young Adults (25-34)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000261598","44517","17","November","2021","34","Young Adults (25-34)","F","Germany","Hessen","Bikes","Road Bikes","Road-750 Black, 48","1","713","1120","407","713","1120"
"000261599","44517","17","November","2021","41","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-150 Red, 48","1","713","1120","407","713","1120"
"000261600","44518","18","November","2021","17","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-650 Red, 48","2","713","1120","814","1426","2240"
"000261601","44518","18","November","2021","17","Youth (<25)","M","Australia","Queensland","Bikes","Road Bikes","Road-650 Red, 58","1","713","1120","407","713","1120"
"000261602","44518","18","November","2021","22","Youth (<25)","M","Australia","Victoria","Bikes","Road Bikes","Road-650 Black, 44","1","713","1120","407","713","1120"
"000261603","44518","18","November","2021","23","Youth (<25)","F","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261604","44518","18","November","2021","25","Young Adults (25-34)","M","Australia","Victoria","Bikes","Road Bikes","Road-550-W Yellow, 38","1","713","1120","407","713","1120"
"000261605","44518","18","November","2021","27","Young Adults (25-34)","M","France","Seine (Paris)","Bikes","Road Bikes","Road-550-W Yellow, 38","1","713","1120","407","713","1120"
"000261606","44518","18","November","2021","49","Adults (35-64)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261607","44519","19","November","2021","33","Young Adults (25-34)","M","United States","California","Bikes","Mountain Bikes","Mountain-200 Silver, 42","4","713","1120","1628","2852","4480"
"000261608","44519","19","November","2021","30","Young Adults (25-34)","M","United States","Washington","Bikes","Mountain Bikes","Mountain-200 Silver, 38","2","713","1120","814","1426","2240"
"000261609","44519","19","November","2021","44","Adults (35-64)","F","Germany","Hessen","Bikes","Road Bikes","Road-650 Red, 60","1","713","1120","407","713","1120"
"000261610","44519","19","November","2021","45","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-650 Black, 60","1","713","1120","407","713","1120"
"000261611","44520","20","November","2021","40","Adults (35-64)","F","Germany","Bayern","Bikes","Mountain Bikes","Mountain-200 Silver, 42","4","713","1120","1628","2852","4480"
"000261612","44520","20","November","2021","40","Adults (35-64)","F","Australia","Queensland","Bikes","Road Bikes","Road-350-W Yellow, 40","4","713","1120","1628","2852","4480"
"000261613","44520","20","November","2021","41","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-150 Red, 48","3","713","1120","1221","2139","3360"
"000261614","44520","20","November","2021","48","Adults (35-64)","M","United States","Washington","Bikes","Mountain Bikes","Mountain-200 Silver, 46","3","713","1120","1221","2139","3360"
"000261615","44520","20","November","2021","38","Adults (35-64)","F","Australia","Queensland","Bikes","Mountain Bikes","Mountain-200 Black, 38","2","713","1120","814","1426","2240"
"000261616","44520","20","November","2021","18","Youth (<25)","F","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 58","1","713","1120","407","713","1120"
"000261617","44520","20","November","2021","27","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-250 Black, 44","1","713","1120","407","713","1120"
"000261618","44520","20","November","2021","29","Young Adults (25-34)","M","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000261619","44520","20","November","2021","39","Adults (35-64)","F","Germany","Saarland","Bikes","Mountain Bikes","Mountain-200 Silver, 38","1","713","1120","407","713","1120"
"000261620","44521","21","November","2021","32","Young Adults (25-34)","F","Germany","Saarland","Bikes","Road Bikes","Road-150 Red, 56","4","713","1120","1628","2852","4480"
"000261621","44521","21","November","2021","35","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-150 Red, 44","4","713","1120","1628","2852","4480"
"000261622","44521","21","November","2021","25","Young Adults (25-34)","M","Germany","Hessen","Bikes","Road Bikes","Road-350-W Yellow, 40","2","713","1120","814","1426","2240"
"000261623","44521","21","November","2021","29","Young Adults (25-34)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Black, 38","2","713","1120","814","1426","2240"
"000261624","44521","21","November","2021","52","Adults (35-64)","F","Canada","British Columbia","Bikes","Road Bikes","Road-550-W Yellow, 44","2","713","1120","814","1426","2240"
"000261625","44521","21","November","2021","53","Adults (35-64)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Silver, 46","2","713","1120","814","1426","2240"
"000261626","44521","21","November","2021","25","Young Adults (25-34)","F","France","Essonne","Bikes","Road Bikes","Road-350-W Yellow, 44","1","713","1120","407","713","1120"
