transaction,account_key,client_key,journal_date_key,debit_amount,credit_amount,?column?
Invoice - 2026-09-27_1291 ,Account Receivables,4000,2026-08-28, ,25.0,CSV_Import
Invoice - 2026-09-08_1292 ,Account Receivables,4000,2026-08-09, ,28.0,CSV_Import
Invoice - 2026-09-07_1293 ,Account Receivables,4000,2026-08-08, ,25.0,CSV_Import
Invoice - 2026-09-15_1294 ,Account Receivables,4000,2026-08-16, ,23.0,CSV_Import
Invoice - 2026-09-28_1295 ,Account Receivables,4000,2026-08-29, ,20.0,CSV_Import
Invoice - 2026-09-26_1296 ,Account Receivables,4000,2026-08-27, ,20.0,CSV_Import
Invoice - 2026-10-02_1297 ,Account Receivables,4000,2026-09-02, ,29.0,CSV_Import
Invoice - 2026-09-23_1298 ,Account Receivables,4000,2026-08-24, ,26.0,CSV_Import
Invoice - 2026-10-03_1299 ,Account Receivables,4000,2026-09-03, ,21.0,CSV_Import
Invoice - 2026-09-25_1300 ,Account Receivables,4000,2026-08-26, ,30.0,CSV_Import
Invoice - 2026-09-30_1301 ,Account Receivables,4000,2026-08-31, ,30.0,CSV_Import
Invoice - 2026-09-05_1302 ,Account Receivables,4000,2026-08-06, ,20.0,CSV_Import
Invoice - 2026-09-24_1303 ,Account Receivables,4000,2026-08-25, ,25.0,CSV_Import
Invoice - 2026-09-25_1304 ,Account Receivables,4000,2026-08-26, ,30.0,CSV_Import
Invoice - 2026-09-06_1305 ,Account Receivables,4000,2026-08-07, ,25.0,CSV_Import
Invoice - 2026-09-25_1306 ,Account Receivables,4000,2026-08-26, ,26.0,CSV_Import
Invoice - 2026-09-06_1307 ,Account Receivables,4000,2026-08-07, ,27.0,CSV_Import
Invoice - 2026-09-10_1308 ,Account Receivables,4000,2026-08-11, ,27.0,CSV_Import
Invoice - 2026-10-02_1309 ,Account Receivables,4000,2026-09-02, ,28.0,CSV_Import
Invoice - 2026-09-30_1310 ,Account Receivables,4000,2026-08-31, ,25.0,CSV_Import
Invoice - 2026-09-14_1311 ,Account Receivables,4000,2026-08-15, ,21.0,CSV_Import
Invoice - 2026-09-05_1312 ,Account Receivables,4000,2026-08-06, ,22.0,CSV_Import
Invoice - 2026-09-09_1313 ,Account Receivables,4000,2026-08-10, ,30.0,CSV_Import
Invoice - 2026-09-22_1314 ,Account Receivables,4000,2026-08-23, ,25.0,CSV_Import
Invoice - 2026-09-14_1315 ,Account Receivables,4000,2026-08-15, ,30.0,CSV_Import
Invoice - 2026-09-13_1316 ,Account Receivables,4000,2026-08-14, ,24.0,CSV_Import
Invoice - 2026-09-17_1317 ,Account Receivables,4000,2026-08-18, ,30.0,CSV_Import
Invoice - 2026-09-12_1318 ,Account Receivables,4000,2026-08-13, ,21.0,CSV_Import
Invoice - 2026-09-15_1319 ,Account Receivables,4000,2026-08-16, ,25.0,CSV_Import
Invoice - 2026-09-24_1320 ,Account Receivables,4000,2026-08-25, ,26.0,CSV_Import
Invoice - 2026-09-05_1321 ,Account Receivables,4000,2026-08-06, ,24.0,CSV_Import
Invoice - 2026-09-30_1322 ,Account Receivables,4000,2026-08-31, ,22.0,CSV_Import
Invoice - 2026-09-26_1323 ,Account Receivables,4000,2026-08-27, ,26.0,CSV_Import
Invoice - 2026-10-01_1324 ,Account Receivables,4000,2026-09-01, ,29.0,CSV_Import
Invoice - 2026-09-27_1325 ,Account Receivables,4000,2026-08-28, ,25.0,CSV_Import
Invoice - 2026-09-19_1326 ,Account Receivables,4000,2026-08-20, ,25.0,CSV_Import
Invoice - 2026-09-24_1327 ,Account Receivables,4000,2026-08-25, ,20.0,CSV_Import
Invoice - 2026-09-20_1328 ,Account Receivables,4000,2026-08-21, ,24.0,CSV_Import
Invoice - 2026-09-23_1329 ,Account Receivables,4000,2026-08-24, ,23.0,CSV_Import
Invoice - 2026-09-17_1330 ,Account Receivables,4000,2026-08-18, ,30.0,CSV_Import
Invoice - 2026-09-07_1331 ,Account Receivables,4000,2026-08-08, ,23.0,CSV_Import
Invoice - 2026-09-09_1332 ,Account Receivables,4000,2026-08-10, ,22.0,CSV_Import
Invoice - 2026-09-29_1333 ,Account Receivables,4000,2026-08-30, ,27.0,CSV_Import
Invoice - 2026-09-16_1334 ,Account Receivables,4000,2026-08-17, ,22.0,CSV_Import
Invoice - 2026-09-30_1335 ,Account Receivables,4000,2026-08-31, ,23.0,CSV_Import
Invoice - 2026-09-23_1336 ,Account Receivables,4000,2026-08-24, ,30.0,CSV_Import
Invoice - 2026-09-18_1337 ,Account Receivables,4000,2026-08-19, ,20.0,CSV_Import
Invoice - 2026-09-08_1338 ,Account Receivables,4000,2026-08-09, ,27.0,CSV_Import
Invoice - 2026-09-24_1339 ,Account Receivables,4000,2026-08-25, ,23.0,CSV_Import
Invoice - 2026-09-14_1340 ,Account Receivables,4000,2026-08-15, ,24.0,CSV_Import
Invoice - 2026-09-15_1341 ,Account Receivables,4000,2026-08-16, ,29.0,CSV_Import
Invoice - 2026-09-28_1342 ,Account Receivables,4000,2026-08-29, ,23.0,CSV_Import
Invoice - 2026-09-13_1343 ,Account Receivables,4000,2026-08-14, ,28.0,CSV_Import
Invoice - 2026-09-17_1344 ,Account Receivables,4000,2026-08-18, ,26.0,CSV_Import
Invoice - 2026-09-15_1345 ,Account Receivables,4000,2026-08-16, ,22.0,CSV_Import
Invoice - 2026-09-05_1346 ,Account Receivables,4000,2026-08-06, ,22.0,CSV_Import
Invoice - 2026-10-02_1347 ,Account Receivables,4000,2026-09-02, ,30.0,CSV_Import
Invoice - 2026-09-18_1348 ,Account Receivables,4000,2026-08-19, ,20.0,CSV_Import
Invoice - 2026-09-30_1349 ,Account Receivables,4000,2026-08-31, ,26.0,CSV_Import
Invoice - 2026-09-18_1350 ,Account Receivables,4000,2026-08-19, ,26.0,CSV_Import
Invoice - 2026-09-11_1351 ,Account Receivables,4000,2026-08-12, ,24.0,CSV_Import
Invoice - 2026-10-03_1352 ,Account Receivables,4000,2026-09-03, ,27.0,CSV_Import
Invoice - 2026-09-12_1353 ,Account Receivables,4000,2026-08-13, ,25.0,CSV_Import
Invoice - 2026-09-09_1354 ,Account Receivables,4000,2026-08-10, ,22.0,CSV_Import
Invoice - 2026-09-05_1355 ,Account Receivables,4000,2026-08-06, ,27.0,CSV_Import
Invoice - 2026-09-27_1356 ,Account Receivables,4000,2026-08-28, ,29.0,CSV_Import
Invoice - 2026-09-14_1357 ,Account Receivables,4000,2026-08-15, ,29.0,CSV_Import
Invoice - 2026-09-15_1358 ,Account Receivables,4000,2026-08-16, ,29.0,CSV_Import
Invoice - 2026-10-03_1359 ,Account Receivables,4000,2026-09-03, ,24.0,CSV_Import
Invoice - 2026-10-02_1360 ,Account Receivables,4000,2026-09-02, ,29.0,CSV_Import
Invoice - 2026-09-27_1361 ,Account Receivables,4000,2026-08-28, ,24.0,CSV_Import
Invoice - 2026-09-06_1362 ,Account Receivables,4000,2026-08-07, ,27.0,CSV_Import
Invoice - 2026-09-30_1363 ,Account Receivables,4000,2026-08-31, ,27.0,CSV_Import
Invoice - 2026-09-12_1364 ,Account Receivables,4000,2026-08-13, ,29.0,CSV_Import
Invoice - 2026-10-02_1365 ,Account Receivables,4000,2026-09-02, ,30.0,CSV_Import
Invoice - 2026-09-12_1366 ,Account Receivables,4000,2026-08-13, ,30.0,CSV_Import
Invoice - 2026-09-29_1367 ,Account Receivables,4000,2026-08-30, ,24.0,CSV_Import
Invoice - 2026-10-03_1368 ,Account Receivables,4000,2026-09-03, ,26.0,CSV_Import
Invoice - 2026-09-25_1369 ,Account Receivables,4000,2026-08-26, ,21.0,CSV_Import
Invoice - 2026-09-22_1370 ,Account Receivables,4000,2026-08-23, ,21.0,CSV_Import
Invoice - 2026-09-19_1371 ,Account Receivables,4000,2026-08-20, ,26.0,CSV_Import
Invoice - 2026-09-29_1372 ,Account Receivables,4000,2026-08-30, ,25.0,CSV_Import
Invoice - 2026-09-14_1373 ,Account Receivables,4000,2026-08-15, ,24.0,CSV_Import
Invoice - 2026-09-28_1374 ,Account Receivables,4000,2026-08-29, ,25.0,CSV_Import
Invoice - 2026-09-18_1375 ,Account Receivables,4000,2026-08-19, ,26.0,CSV_Import
Invoice - 2026-09-22_1376 ,Account Receivables,4000,2026-08-23, ,22.0,CSV_Import
Invoice - 2026-09-24_1377 ,Account Receivables,4000,2026-08-25, ,30.0,CSV_Import
Invoice - 2026-09-25_1378 ,Account Receivables,4000,2026-08-26, ,21.0,CSV_Import
Invoice - 2026-09-12_1379 ,Account Receivables,4000,2026-08-13, ,21.0,CSV_Import
Invoice - 2026-09-05_1380 ,Account Receivables,4000,2026-08-06, ,24.0,CSV_Import
Invoice - 2026-09-20_1381 ,Account Receivables,4000,2026-08-21, ,25.0,CSV_Import
Invoice - 2026-09-05_1382 ,Account Receivables,4000,2026-08-06, ,26.0,CSV_Import
Invoice - 2026-09-12_1383 ,Account Receivables,4000,2026-08-13, ,26.0,CSV_Import
Invoice - 2026-09-11_1384 ,Account Receivables,4000,2026-08-12, ,23.0,CSV_Import
Invoice - 2026-09-15_1385 ,Account Receivables,4000,2026-08-16, ,24.0,CSV_Import
Invoice - 2026-09-07_1386 ,Account Receivables,4000,2026-08-08, ,28.0,CSV_Import
Invoice - 2026-09-14_1387 ,Account Receivables,4000,2026-08-15, ,27.0,CSV_Import
Invoice - 2026-09-18_1388 ,Account Receivables,4000,2026-08-19, ,23.0,CSV_Import
Invoice - 2026-09-28_1389 ,Account Receivables,4000,2026-08-29, ,23.0,CSV_Import
Invoice - 2026-09-25_1390 ,Account Receivables,4000,2026-08-26, ,24.0,CSV_Import
Invoice - 2026-09-24_1391 ,Account Receivables,4000,2026-08-25, ,24.0,CSV_Import
Invoice - 2026-10-01_1392 ,Account Receivables,4000,2026-09-01, ,27.0,CSV_Import
Invoice - 2026-09-05_1393 ,Account Receivables,4000,2026-08-06, ,21.0,CSV_Import
Invoice - 2026-09-25_1394 ,Account Receivables,4000,2026-08-26, ,29.0,CSV_Import
Invoice - 2026-10-03_1395 ,Account Receivables,4000,2026-09-03, ,28.0,CSV_Import
Invoice - 2026-09-08_1396 ,Account Receivables,4000,2026-08-09, ,30.0,CSV_Import
Invoice - 2026-09-26_1397 ,Account Receivables,4000,2026-08-27, ,21.0,CSV_Import
Invoice - 2026-09-11_1398 ,Account Receivables,4000,2026-08-12, ,23.0,CSV_Import
Invoice - 2026-09-25_1399 ,Account Receivables,4000,2026-08-26, ,25.0,CSV_Import
Invoice - 2026-09-12_1400 ,Account Receivables,4000,2026-08-13, ,25.0,CSV_Import
