transaction,account_key,client_key,journal_date_key,debit_amount,credit_amount,source
Invoice - 2026-09-18_1288 ,Account Receivables,4000,2026-08-19,914.76, ,CSV_Import
Invoice - 2026-09-10_1289 ,Account Receivables,4000,2026-08-11,926.64, ,CSV_Import
Invoice - 2026-09-25_1290 ,Account Receivables,4000,2026-08-26,1275.12, ,CSV_Import
Invoice - 2026-09-27_1291 ,Account Receivables,4000,2026-08-28,1391.94, ,CSV_Import
Invoice - 2026-09-08_1292 ,Account Receivables,4000,2026-08-09,958.32, ,CSV_Import
Invoice - 2026-09-07_1293 ,Account Receivables,4000,2026-08-08,1245.42, ,CSV_Import
Invoice - 2026-09-15_1294 ,Account Receivables,4000,2026-08-16,849.42, ,CSV_Import
Invoice - 2026-09-28_1295 ,Account Receivables,4000,2026-08-29,1327.59, ,CSV_Import
Invoice - 2026-09-26_1296 ,Account Receivables,4000,2026-08-27,517.77, ,CSV_Import
Invoice - 2026-10-02_1297 ,Account Receivables,4000,2026-09-02,1169.19, ,CSV_Import
Invoice - 2026-09-23_1298 ,Account Receivables,4000,2026-08-24,1348.38, ,CSV_Import
Invoice - 2026-10-03_1299 ,Account Receivables,4000,2026-09-03,1989.9, ,CSV_Import
Invoice - 2026-09-25_1300 ,Account Receivables,4000,2026-08-26,361.35, ,CSV_Import
Invoice - 2026-09-30_1301 ,Account Receivables,4000,2026-08-31,1192.95, ,CSV_Import
Invoice - 2026-09-05_1302 ,Account Receivables,4000,2026-08-06,985.05, ,CSV_Import
Invoice - 2026-09-24_1303 ,Account Receivables,4000,2026-08-25,377.19, ,CSV_Import
Invoice - 2026-09-25_1304 ,Account Receivables,4000,2026-08-26,1321.65, ,CSV_Import
Invoice - 2026-09-06_1305 ,Account Receivables,4000,2026-08-07,937.53, ,CSV_Import
Invoice - 2026-09-25_1306 ,Account Receivables,4000,2026-08-26,790.02, ,CSV_Import
Invoice - 2026-09-06_1307 ,Account Receivables,4000,2026-08-07,773.19, ,CSV_Import
Invoice - 2026-09-10_1308 ,Account Receivables,4000,2026-08-11,1167.21, ,CSV_Import
Invoice - 2026-10-02_1309 ,Account Receivables,4000,2026-09-02,1083.06, ,CSV_Import
Invoice - 2026-09-30_1310 ,Account Receivables,4000,2026-08-31,2015.64, ,CSV_Import
Invoice - 2026-09-14_1311 ,Account Receivables,4000,2026-08-15,949.41, ,CSV_Import
Invoice - 2026-09-05_1312 ,Account Receivables,4000,2026-08-06,1593.9, ,CSV_Import
Invoice - 2026-09-09_1313 ,Account Receivables,4000,2026-08-10,1130.58, ,CSV_Import
Invoice - 2026-09-22_1314 ,Account Receivables,4000,2026-08-23,1237.5, ,CSV_Import
Invoice - 2026-09-14_1315 ,Account Receivables,4000,2026-08-15,1635.48, ,CSV_Import
Invoice - 2026-09-13_1316 ,Account Receivables,4000,2026-08-14,706.86, ,CSV_Import
Invoice - 2026-09-17_1317 ,Account Receivables,4000,2026-08-18,984.06, ,CSV_Import
Invoice - 2026-09-12_1318 ,Account Receivables,4000,2026-08-13,2409.66, ,CSV_Import
Invoice - 2026-09-15_1319 ,Account Receivables,4000,2026-08-16,974.16, ,CSV_Import
Invoice - 2026-09-24_1320 ,Account Receivables,4000,2026-08-25,1433.52, ,CSV_Import
Invoice - 2026-09-05_1321 ,Account Receivables,4000,2026-08-06,1726.56, ,CSV_Import
Invoice - 2026-09-30_1322 ,Account Receivables,4000,2026-08-31,896.94, ,CSV_Import
Invoice - 2026-09-26_1323 ,Account Receivables,4000,2026-08-27,1251.36, ,CSV_Import
Invoice - 2026-10-01_1324 ,Account Receivables,4000,2026-09-01,1514.7, ,CSV_Import
Invoice - 2026-09-27_1325 ,Account Receivables,4000,2026-08-28,1570.14, ,CSV_Import
Invoice - 2026-09-19_1326 ,Account Receivables,4000,2026-08-20,1289.97, ,CSV_Import
Invoice - 2026-09-24_1327 ,Account Receivables,4000,2026-08-25,1037.52, ,CSV_Import
Invoice - 2026-09-20_1328 ,Account Receivables,4000,2026-08-21,594.0, ,CSV_Import
Invoice - 2026-09-23_1329 ,Account Receivables,4000,2026-08-24,976.14, ,CSV_Import
Invoice - 2026-09-17_1330 ,Account Receivables,4000,2026-08-18,1836.45, ,CSV_Import
Invoice - 2026-09-07_1331 ,Account Receivables,4000,2026-08-08,693.0, ,CSV_Import
Invoice - 2026-09-09_1332 ,Account Receivables,4000,2026-08-10,1070.19, ,CSV_Import
Invoice - 2026-09-29_1333 ,Account Receivables,4000,2026-08-30,1459.26, ,CSV_Import
Invoice - 2026-09-16_1334 ,Account Receivables,4000,2026-08-17,439.56, ,CSV_Import
Invoice - 2026-09-30_1335 ,Account Receivables,4000,2026-08-31,984.06, ,CSV_Import
Invoice - 2026-09-23_1336 ,Account Receivables,4000,2026-08-24,1173.15, ,CSV_Import
Invoice - 2026-09-18_1337 ,Account Receivables,4000,2026-08-19,685.08, ,CSV_Import
Invoice - 2026-09-08_1338 ,Account Receivables,4000,2026-08-09,1540.44, ,CSV_Import
Invoice - 2026-09-24_1339 ,Account Receivables,4000,2026-08-25,576.18, ,CSV_Import
Invoice - 2026-09-14_1340 ,Account Receivables,4000,2026-08-15,228.69, ,CSV_Import
Invoice - 2026-09-15_1341 ,Account Receivables,4000,2026-08-16,561.33, ,CSV_Import
Invoice - 2026-09-28_1342 ,Account Receivables,4000,2026-08-29,1124.64, ,CSV_Import
Invoice - 2026-09-13_1343 ,Account Receivables,4000,2026-08-14,1164.24, ,CSV_Import
Invoice - 2026-09-17_1344 ,Account Receivables,4000,2026-08-18,1274.13, ,CSV_Import
Invoice - 2026-09-15_1345 ,Account Receivables,4000,2026-08-16,2077.02, ,CSV_Import
Invoice - 2026-09-05_1346 ,Account Receivables,4000,2026-08-06,1202.85, ,CSV_Import
Invoice - 2026-10-02_1347 ,Account Receivables,4000,2026-09-02,751.41, ,CSV_Import
Invoice - 2026-09-18_1348 ,Account Receivables,4000,2026-08-19,879.12, ,CSV_Import
Invoice - 2026-09-30_1349 ,Account Receivables,4000,2026-08-31,657.36, ,CSV_Import
Invoice - 2026-09-18_1350 ,Account Receivables,4000,2026-08-19,652.41, ,CSV_Import
Invoice - 2026-09-11_1351 ,Account Receivables,4000,2026-08-12,1320.66, ,CSV_Import
Invoice - 2026-10-03_1352 ,Account Receivables,4000,2026-09-03,611.82, ,CSV_Import
Invoice - 2026-09-12_1353 ,Account Receivables,4000,2026-08-13,1562.22, ,CSV_Import
Invoice - 2026-09-09_1354 ,Account Receivables,4000,2026-08-10,766.26, ,CSV_Import
Invoice - 2026-09-05_1355 ,Account Receivables,4000,2026-08-06,1222.65, ,CSV_Import
Invoice - 2026-09-27_1356 ,Account Receivables,4000,2026-08-28,1247.4, ,CSV_Import
Invoice - 2026-09-14_1357 ,Account Receivables,4000,2026-08-15,1263.24, ,CSV_Import
Invoice - 2026-09-15_1358 ,Account Receivables,4000,2026-08-16,834.57, ,CSV_Import
Invoice - 2026-10-03_1359 ,Account Receivables,4000,2026-09-03,1090.98, ,CSV_Import
Invoice - 2026-10-02_1360 ,Account Receivables,4000,2026-09-02,1307.79, ,CSV_Import
Invoice - 2026-09-27_1361 ,Account Receivables,4000,2026-08-28,1164.24, ,CSV_Import
Invoice - 2026-09-06_1362 ,Account Receivables,4000,2026-08-07,890.01, ,CSV_Import
Invoice - 2026-09-30_1363 ,Account Receivables,4000,2026-08-31,841.5, ,CSV_Import
Invoice - 2026-09-12_1364 ,Account Receivables,4000,2026-08-13,1135.53, ,CSV_Import
Invoice - 2026-10-02_1365 ,Account Receivables,4000,2026-09-02,1334.52, ,CSV_Import
Invoice - 2026-09-12_1366 ,Account Receivables,4000,2026-08-13,1164.24, ,CSV_Import
Invoice - 2026-09-29_1367 ,Account Receivables,4000,2026-08-30,1925.55, ,CSV_Import
Invoice - 2026-10-03_1368 ,Account Receivables,4000,2026-09-03,1133.55, ,CSV_Import
Invoice - 2026-09-25_1369 ,Account Receivables,4000,2026-08-26,1247.4, ,CSV_Import
Invoice - 2026-09-22_1370 ,Account Receivables,4000,2026-08-23,1049.4, ,CSV_Import
Invoice - 2026-09-19_1371 ,Account Receivables,4000,2026-08-20,1651.32, ,CSV_Import
Invoice - 2026-09-29_1372 ,Account Receivables,4000,2026-08-30,1058.31, ,CSV_Import
Invoice - 2026-09-14_1373 ,Account Receivables,4000,2026-08-15,1372.14, ,CSV_Import
Invoice - 2026-09-28_1374 ,Account Receivables,4000,2026-08-29,1109.79, ,CSV_Import
Invoice - 2026-09-18_1375 ,Account Receivables,4000,2026-08-19,715.77, ,CSV_Import
Invoice - 2026-09-22_1376 ,Account Receivables,4000,2026-08-23,1864.17, ,CSV_Import
Invoice - 2026-09-24_1377 ,Account Receivables,4000,2026-08-25,1140.48, ,CSV_Import
Invoice - 2026-09-25_1378 ,Account Receivables,4000,2026-08-26,724.68, ,CSV_Import
Invoice - 2026-09-12_1379 ,Account Receivables,4000,2026-08-13,980.1, ,CSV_Import
Invoice - 2026-09-05_1380 ,Account Receivables,4000,2026-08-06,644.49, ,CSV_Import
Invoice - 2026-09-20_1381 ,Account Receivables,4000,2026-08-21,1787.94, ,CSV_Import
Invoice - 2026-09-05_1382 ,Account Receivables,4000,2026-08-06,646.47, ,CSV_Import
Invoice - 2026-09-12_1383 ,Account Receivables,4000,2026-08-13,1064.25, ,CSV_Import
Invoice - 2026-09-11_1384 ,Account Receivables,4000,2026-08-12,1458.27, ,CSV_Import
Invoice - 2026-09-15_1385 ,Account Receivables,4000,2026-08-16,752.4, ,CSV_Import
Invoice - 2026-09-07_1386 ,Account Receivables,4000,2026-08-08,1092.96, ,CSV_Import
Invoice - 2026-09-14_1387 ,Account Receivables,4000,2026-08-15,1018.71, ,CSV_Import
Invoice - 2026-09-18_1388 ,Account Receivables,4000,2026-08-19,788.04, ,CSV_Import
Invoice - 2026-09-28_1389 ,Account Receivables,4000,2026-08-29,571.23, ,CSV_Import
Invoice - 2026-09-25_1390 ,Account Receivables,4000,2026-08-26,895.95, ,CSV_Import
Invoice - 2026-09-24_1391 ,Account Receivables,4000,2026-08-25,1984.95, ,CSV_Import
Invoice - 2026-10-01_1392 ,Account Receivables,4000,2026-09-01,1031.58, ,CSV_Import
Invoice - 2026-09-05_1393 ,Account Receivables,4000,2026-08-06,826.65, ,CSV_Import
Invoice - 2026-09-25_1394 ,Account Receivables,4000,2026-08-26,1639.44, ,CSV_Import
Invoice - 2026-10-03_1395 ,Account Receivables,4000,2026-09-03,2083.95, ,CSV_Import
Invoice - 2026-09-08_1396 ,Account Receivables,4000,2026-08-09,1190.97, ,CSV_Import
Invoice - 2026-09-26_1397 ,Account Receivables,4000,2026-08-27,1689.93, ,CSV_Import
Invoice - 2026-09-11_1398 ,Account Receivables,4000,2026-08-12,1431.54, ,CSV_Import
Invoice - 2026-09-25_1399 ,Account Receivables,4000,2026-08-26,2067.12, ,CSV_Import
Invoice - 2026-09-12_1400 ,Account Receivables,4000,2026-08-13,1595.88, ,CSV_Import
